Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint
5.16,Pyruvic acid,Succinate,Pseudomonas,2,48
0,Serine,Succinate,Pseudomonas,2,48
0,Lactic acid,Succinate,Pseudomonas,2,48
19.2,Fumaric acid,Succinate,Pseudomonas,2,48
1.39,Valeric acid,Succinate,Pseudomonas,2,48
16.8,Propionic acid,Succinate,Pseudomonas,2,48
2.46,alpha-Ketoglutaric acid,Succinate,Pseudomonas,2,48
0.0709,Methionine,Succinate,Pseudomonas,2,48
1.88,Acetyl-ornithine,Succinate,Pseudomonas,2,48
0,Alanine,Succinate,Pseudomonas,2,48
6.41,Butyric acid,Succinate,Pseudomonas,2,48
0,Asparagine,Succinate,Pseudomonas,2,48
4.53,Citric acid,Succinate,Pseudomonas,2,48
0,Putrescine,Succinate,Pseudomonas,2,48
285,Acetic acid,Succinate,Pseudomonas,2,48
0.366,Hippuric acid,Succinate,Pseudomonas,2,48
769,Fumaric acid,Fumarate,Pputida,1,28
0,Valine,Fumarate,Pputida,1,28
2.22,beta-Hydroxybutyric acid,Fumarate,Pputida,1,28
142,Succinic acid,Fumarate,Pputida,1,28
25,Lactic acid,Fumarate,Pputida,1,28
0,Alanine,Fumarate,Pputida,1,28
16.7,Propionic acid,Fumarate,Pputida,1,28
48.5,Pyruvic acid,Fumarate,Pputida,1,28
8.45,Butyric acid,Fumarate,Pputida,1,28
0.271,Serine,Fumarate,Pputida,1,28
0,Glycine,Fumarate,Pputida,1,28
0,Asparagine,Fumarate,Pputida,1,28
8.32,Citric acid,Fumarate,Pputida,1,28
0.0392,alpha-Ketoglutaric acid,Fumarate,Pputida,1,28
0,Putrescine,Fumarate,Pputida,1,28
1.66,Valeric acid,Fumarate,Pputida,1,28
237,Acetic acid,Fumarate,Pputida,1,28
0.958,Acetyl-ornithine,Fumarate,Pputida,1,28
0.392,Hippuric acid,Fumarate,Pputida,1,28
0.209,Methionine,Fumarate,Pputida,1,28
0,Alanine,Fumarate,Pputida,2,28
1.43,Acetyl-ornithine,Fumarate,Pputida,2,28
881,Fumaric acid,Fumarate,Pputida,2,28
0,Glycine,Fumarate,Pputida,2,28
154,Succinic acid,Fumarate,Pputida,2,28
0.14,alpha-Ketoglutaric acid,Fumarate,Pputida,2,28
0.488,Serine,Fumarate,Pputida,2,28
18.4,Propionic acid,Fumarate,Pputida,2,28
51.2,Pyruvic acid,Fumarate,Pputida,2,28
9.64,Butyric acid,Fumarate,Pputida,2,28
0.186,Methionine,Fumarate,Pputida,2,28
0,Valine,Fumarate,Pputida,2,28
0,Asparagine,Fumarate,Pputida,2,28
8.57,Citric acid,Fumarate,Pputida,2,28
30.9,Lactic acid,Fumarate,Pputida,2,28
0.529,Hippuric acid,Fumarate,Pputida,2,28
1.79,Valeric acid,Fumarate,Pputida,2,28
197,Acetic acid,Fumarate,Pputida,2,28
2.42,beta-Hydroxybutyric acid,Fumarate,Pputida,2,28
0,Putrescine,Fumarate,Pputida,2,28
0,Serine,Fumarate,Pputida,1,48
0.623,beta-Hydroxybutyric acid,Fumarate,Pputida,1,48
0,Alanine,Fumarate,Pputida,1,48
0.384,Succinic acid,Fumarate,Pputida,1,48
18.3,Propionic acid,Fumarate,Pputida,1,48
0,Lactic acid,Fumarate,Pputida,1,48
0,Pyruvic acid,Fumarate,Pputida,1,48
0,Valine,Fumarate,Pputida,1,48
1.46,Valeric acid,Fumarate,Pputida,1,48
2.26,Acetyl-ornithine,Fumarate,Pputida,1,48
0,Glycine,Fumarate,Pputida,1,48
0.522,Hippuric acid,Fumarate,Pputida,1,48
0,Asparagine,Fumarate,Pputida,1,48
0,alpha-Ketoglutaric acid,Fumarate,Pputida,1,48
0.264,Fumaric acid,Fumarate,Pputida,1,48
7.23,Butyric acid,Fumarate,Pputida,1,48
0,Putrescine,Fumarate,Pputida,1,48
157,Acetic acid,Fumarate,Pputida,1,48
0.116,Methionine,Fumarate,Pputida,1,48
1.23,Citric acid,Fumarate,Pputida,1,48
7.6,Butyric acid,Fumarate,Pputida,2,48
0,Alanine,Fumarate,Pputida,2,48
0,Valine,Fumarate,Pputida,2,48
0.301,Succinic acid,Fumarate,Pputida,2,48
293,Acetic acid,Fumarate,Pputida,2,48
0.595,beta-Hydroxybutyric acid,Fumarate,Pputida,2,48
0,Serine,Fumarate,Pputida,2,48
0,Asparagine,Fumarate,Pputida,2,48
0,Glycine,Fumarate,Pputida,2,48
2.26,Acetyl-ornithine,Fumarate,Pputida,2,48
0.294,Fumaric acid,Fumarate,Pputida,2,48
19.5,Propionic acid,Fumarate,Pputida,2,48
0,Pyruvic acid,Fumarate,Pputida,2,48
0,Lactic acid,Fumarate,Pputida,2,48
0,Putrescine,Fumarate,Pputida,2,48
1.49,Valeric acid,Fumarate,Pputida,2,48
1.27,Citric acid,Fumarate,Pputida,2,48
0,alpha-Ketoglutaric acid,Fumarate,Pputida,2,48
0.224,Methionine,Fumarate,Pputida,2,48
0.395,Hippuric acid,Fumarate,Pputida,2,48
0.173,Serine,Fumarate,Pseudomonas,1,28
270,Succinic acid,Fumarate,Pseudomonas,1,28
0,Lactic acid,Fumarate,Pseudomonas,1,28
0,Alanine,Fumarate,Pseudomonas,1,28
0,Asparagine,Fumarate,Pseudomonas,1,28
0.526,Hippuric acid,Fumarate,Pseudomonas,1,28
1.37,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,1,28
0,Glycine,Fumarate,Pseudomonas,1,28
244,Pyruvic acid,Fumarate,Pseudomonas,1,28
17.9,Propionic acid,Fumarate,Pseudomonas,1,28
2200,Fumaric acid,Fumarate,Pseudomonas,1,28
0.778,Acetyl-ornithine,Fumarate,Pseudomonas,1,28
163,Acetic acid,Fumarate,Pseudomonas,1,28
0,Valine,Fumarate,Pseudomonas,1,28
2.37,Valeric acid,Fumarate,Pseudomonas,1,28
12.6,Citric acid,Fumarate,Pseudomonas,1,28
0,Methionine,Fumarate,Pseudomonas,1,28
0,Putrescine,Fumarate,Pseudomonas,1,28
1.7,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,1,28
14.9,Butyric acid,Fumarate,Pseudomonas,1,28
0,Alanine,Fumarate,Pseudomonas,2,28
30.1,Pyruvic acid,Fumarate,Pseudomonas,2,28
16.3,Butyric acid,Fumarate,Pseudomonas,2,28
0.603,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,2,28
0,Valine,Fumarate,Pseudomonas,2,28
0,Asparagine,Fumarate,Pseudomonas,2,28
204,Succinic acid,Fumarate,Pseudomonas,2,28
0.139,Methionine,Fumarate,Pseudomonas,2,28
0,Glycine,Fumarate,Pseudomonas,2,28
202,Acetic acid,Fumarate,Pseudomonas,2,28
2.7,Citric acid,Fumarate,Pseudomonas,2,28
4160,Fumaric acid,Fumarate,Pseudomonas,2,28
0.291,Serine,Fumarate,Pseudomonas,2,28
0.496,Hippuric acid,Fumarate,Pseudomonas,2,28
18.3,Propionic acid,Fumarate,Pseudomonas,2,28
0.888,Acetyl-ornithine,Fumarate,Pseudomonas,2,28
0,Putrescine,Fumarate,Pseudomonas,2,28
2.54,Valeric acid,Fumarate,Pseudomonas,2,28
0,Lactic acid,Fumarate,Pseudomonas,2,28
2.18,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,2,28
0,Alanine,Fumarate,Pseudomonas,1,48
18.4,Propionic acid,Fumarate,Pseudomonas,1,48
0,Glycine,Fumarate,Pseudomonas,1,48
0,Valine,Fumarate,Pseudomonas,1,48
2.42,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,1,48
1.16,Acetyl-ornithine,Fumarate,Pseudomonas,1,48
343,Succinic acid,Fumarate,Pseudomonas,1,48
40,Lactic acid,Fumarate,Pseudomonas,1,48
627,Fumaric acid,Fumarate,Pseudomonas,1,48
354,Pyruvic acid,Fumarate,Pseudomonas,1,48
1.05,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,1,48
0,Putrescine,Fumarate,Pseudomonas,1,48
0.385,Serine,Fumarate,Pseudomonas,1,48
11.6,Butyric acid,Fumarate,Pseudomonas,1,48
0.116,Methionine,Fumarate,Pseudomonas,1,48
0.577,Hippuric acid,Fumarate,Pseudomonas,1,48
197,Acetic acid,Fumarate,Pseudomonas,1,48
0,Asparagine,Fumarate,Pseudomonas,1,48
24.5,Citric acid,Fumarate,Pseudomonas,1,48
1.69,Valeric acid,Fumarate,Pseudomonas,1,48
0,Asparagine,Fumarate,Pseudomonas,2,48
6.73,Citric acid,Fumarate,Pseudomonas,2,48
0,Serine,Fumarate,Pseudomonas,2,48
0.614,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,2,48
2.4,Acetyl-ornithine,Fumarate,Pseudomonas,2,48
0,Alanine,Fumarate,Pseudomonas,2,48
298,Succinic acid,Fumarate,Pseudomonas,2,48
0,Lactic acid,Fumarate,Pseudomonas,2,48
1640,Fumaric acid,Fumarate,Pseudomonas,2,48
0,Valine,Fumarate,Pseudomonas,2,48
56.6,Pyruvic acid,Fumarate,Pseudomonas,2,48
0.973,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,2,48
0,Putrescine,Fumarate,Pseudomonas,2,48
2.14,Valeric acid,Fumarate,Pseudomonas,2,48
301,Acetic acid,Fumarate,Pseudomonas,2,48
11.1,Butyric acid,Fumarate,Pseudomonas,2,48
0.155,Methionine,Fumarate,Pseudomonas,2,48
0.397,Hippuric acid,Fumarate,Pseudomonas,2,48
18.5,Propionic acid,Fumarate,Pseudomonas,2,48
0,Glycine,Fumarate,Pseudomonas,2,48
