,Strain #,Tube #,Parallel,Tube,Strain,Medium,Batch,Hours,OD,Timepoint,Batch-Tube
2090,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,2,0.021,,4-8C
2091,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,2,0.023,,4-9A
2092,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,2,0.021,,4-9B
2093,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,2,0.022,,4-9C
2094,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,2,0.023,,4-10A
2095,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,2,0.024,,4-10B
2096,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,2,0.024,,4-10C
2097,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,2,0.02,,4-11A
2098,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,2,0.025,,4-11B
2099,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,2,0.024,,4-11C
2100,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,2,0.02,,4-12A
2101,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,2,0.022,,4-12B
2102,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,2,0.02,,4-12C
2103,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,2,0.023,,4-13A
2104,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,2,0.023,,4-13B
2105,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,2,0.022,,4-13C
2106,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,2,0.022,,4-14A
2107,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,2,0.021,,4-14B
2108,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,2,0.025,,4-14C
2109,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,2,0.021,,4-0D
2110,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,2,0.022,,4-0E
2111,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,2,0.023,,4-0F
2112,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,4,0.028,T1,4-1A
2113,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,4,0.03,T1,4-1B
2114,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,4,0.029,T1,4-1C
2115,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,4,0.032,T1,4-2A
2116,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,4,0.029,T1,4-2B
2117,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,4,0.03,T1,4-2C
2118,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,4,0.034,T1,4-3A
2119,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-3B
2120,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-3C
2121,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,4,0.036,T1,4-4A
2122,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,4,0.037,T1,4-4B
2123,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-4C
2124,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-5A
2125,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-5B
2126,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,4,0.034,T1,4-5C
2127,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,4,0.039,T1,4-6A
2128,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,4,0.037,T1,4-6B
2129,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,4,0.036,T1,4-6C
2130,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,4,0.036,T1,4-7A
2131,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,4,0.037,T1,4-7B
2132,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-7C
2133,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,4,0.038,T1,4-0A
2134,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-0B
2135,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,4,0.036,T1,4-0C
2136,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,4,0.032,T1,4-8A
2137,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,4,0.031,T1,4-8B
2138,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,4,0.034,T1,4-8C
2139,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,4,0.037,T1,4-9A
2140,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-9B
2141,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,4,0.041,T1,4-9C
2142,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-10A
2143,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-10B
2144,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-10C
2145,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-11A
2146,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,4,0.035,T1,4-11B
2147,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,4,0.038,T1,4-11C
2148,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,4,0.032,T1,4-12A
2149,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,4,0.033,T1,4-12B
2150,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,4,0.034,T1,4-12C
2151,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,4,0.042,T1,4-13A
2152,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,4,0.043,T1,4-13B
2153,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,4,0.043,T1,4-13C
2154,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,4,0.031,T1,4-14A
2155,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,4,0.03,T1,4-14B
2156,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,4,0.04,T1,4-14C
2157,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,4,0.038,T1,4-0D
2158,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,4,0.037,T1,4-0E
2159,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,4,0.036,T1,4-0F
2160,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,6,0.061,,4-1A
2161,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,6,0.066,,4-1B
2162,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,6,0.059,,4-1C
2163,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,6,0.048,,4-2A
2164,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,6,0.048,,4-2B
2165,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,6,0.049,,4-2C
2166,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,6,0.089,,4-3A
2167,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,6,0.09,,4-3B
2168,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,6,0.089,,4-3C
2169,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,6,0.095,,4-4A
2170,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,6,0.094,,4-4B
2171,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,6,0.089,,4-4C
2172,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,6,0.088,,4-5A
2173,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,6,0.09,,4-5B
2174,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,6,0.089,,4-5C
2175,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,6,0.099,,4-6A
2176,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,6,0.1,,4-6B
2177,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,6,0.099,,4-6C
2178,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,6,0.104,,4-7A
2179,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,6,0.098,,4-7B
2180,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,6,0.095,,4-7C
2181,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,6,0.11,,4-0A
2182,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,6,0.106,,4-0B
2183,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,6,0.111,,4-0C
2184,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,6,0.086,,4-8A
2185,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,6,0.086,,4-8B
2186,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,6,0.087,,4-8C
2187,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,6,0.092,,4-9A
2188,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,6,0.093,,4-9B
2189,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,6,0.088,,4-9C
2190,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,6,0.093,,4-10A
2191,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,6,0.092,,4-10B
2192,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,6,0.09,,4-10C
2193,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,6,0.097,,4-11A
2194,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,6,0.099,,4-11B
2195,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,6,0.101,,4-11C
2196,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,6,0.09,,4-12A
2197,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,6,0.096,,4-12B
2198,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,6,0.094,,4-12C
2199,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,6,0.13,,4-13A
2200,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,6,0.132,,4-13B
2201,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,6,0.125,,4-13C
2202,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,6,0.089,,4-14A
2203,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,6,0.091,,4-14B
2204,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,6,0.097,,4-14C
2205,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,6,0.109,,4-0D
2206,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,6,0.104,,4-0E
2207,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,6,0.104,,4-0F
2208,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,8,0.184,T2,4-1A
2209,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,8,0.199,T2,4-1B
2210,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,8,0.183,T2,4-1C
2211,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,8,0.097,T2,4-2A
2212,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,8,0.093,T2,4-2B
2213,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,8,0.097,T2,4-2C
2214,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,8,0.323,T2,4-3A
2215,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,8,0.316,T2,4-3B
2216,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,8,0.332,T2,4-3C
2217,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,8,0.373,T2,4-4A
2218,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,8,0.364,T2,4-4B
2219,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,8,0.344,T2,4-4C
2220,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,8,0.345,T2,4-5A
2221,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,8,0.335,T2,4-5B
2222,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,8,0.333,T2,4-5C
2223,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,8,0.37,T2,4-6A
2224,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,8,0.356,T2,4-6B
2225,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,8,0.335,T2,4-6C
2226,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,8,0.331,T2,4-7A
2227,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,8,0.337,T2,4-7B
2228,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,8,0.33,T2,4-7C
2229,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,8,0.361,T2,4-0A
2230,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,8,0.341,T2,4-0B
2231,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,8,0.379,T2,4-0C
2232,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,8,0.306,T2,4-8A
2233,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,8,0.295,T2,4-8B
2234,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,8,0.31,T2,4-8C
2235,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,8,0.311,T2,4-9A
2236,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,8,0.321,T2,4-9B
2237,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,8,0.317,T2,4-9C
2238,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,8,0.313,T2,4-10A
2239,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,8,0.307,T2,4-10B
2240,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,8,0.311,T2,4-10C
2241,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,8,0.341,T2,4-11A
2242,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,8,0.368,T2,4-11B
2243,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,8,0.351,T2,4-11C
2244,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,8,0.309,T2,4-12A
2245,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,8,0.361,T2,4-12B
2246,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,8,0.354,T2,4-12C
2247,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,8,0.442,T2,4-13A
2248,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,8,0.441,T2,4-13B
2249,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,8,0.419,T2,4-13C
2250,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,8,0.304,T2,4-14A
2251,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,8,0.316,T2,4-14B
2252,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,8,0.332,T2,4-14C
2253,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,8,0.375,T2,4-0D
2254,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,8,0.335,T2,4-0E
2255,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,8,0.354,T2,4-0F
2256,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,10,0.441,T3,4-1A
2257,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,10,0.453,T3,4-1B
2258,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,10,0.419,T3,4-1C
2259,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,10,0.131,T3,4-2A
2260,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,10,0.136,T3,4-2B
2261,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,10,0.132,T3,4-2C
2262,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,10,0.817,T3,4-3A
2263,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,10,0.805,T3,4-3B
2264,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,10,0.789,T3,4-3C
2265,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,10,0.878,T3,4-4A
2266,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,10,0.884,T3,4-4B
2267,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,10,0.852,T3,4-4C
2268,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,10,0.85,T3,4-5A
2269,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,10,0.843,T3,4-5B
2270,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,10,0.816,T3,4-5C
2271,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,10,0.893,T3,4-6A
2272,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,10,0.904,T3,4-6B
2273,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,10,0.864,T3,4-6C
2274,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,10,0.893,T3,4-7A
2275,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,10,0.868,T3,4-7B
2276,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,10,0.859,T3,4-7C
2277,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,10,0.903,T3,4-0A
2278,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,10,0.874,T3,4-0B
2279,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,10,0.928,T3,4-0C
2280,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,10,0.802,T3,4-8A
2281,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,10,0.793,T3,4-8B
2282,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,10,0.803,T3,4-8C
2283,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,10,0.827,T3,4-9A
2284,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,10,0.845,T3,4-9B
2285,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,10,0.824,T3,4-9C
2286,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,10,0.841,T3,4-10A
2287,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,10,0.828,T3,4-10B
2288,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,10,0.818,T3,4-10C
2289,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,10,0.918,T3,4-11A
2290,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,10,0.943,T3,4-11B
2291,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,10,0.935,T3,4-11C
2292,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,10,0.854,T3,4-12A
2293,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,10,0.916,T3,4-12B
2294,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,10,0.893,T3,4-12C
2295,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,10,1.149,T3,4-13A
2296,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,10,1.107,T3,4-13B
2297,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,10,1.052,T3,4-13C
2298,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,10,0.783,T3,4-14A
2299,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,10,0.816,T3,4-14B
2300,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,10,0.799,T3,4-14C
2301,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,10,1.024,T3,4-0D
2302,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,10,0.865,T3,4-0E
2303,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,10,0.965,T3,4-0F
2304,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,11,0.614,T4,4-1A
2305,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,11,0.629,T4,4-1B
2306,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,11,0.575,T4,4-1C
2307,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,11,0.15,T4,4-2A
2308,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,11,0.152,T4,4-2B
2309,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,11,0.15,T4,4-2C
2310,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,11,1.078,T4,4-3A
2311,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,11,1.064,T4,4-3B
2312,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,11,1.04,T4,4-3C
2313,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,11,1.134,T4,4-4A
2314,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,11,1.138,T4,4-4B
2315,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,11,1.109,T4,4-4C
2316,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,11,1.11,T4,4-5A
2317,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,11,1.114,T4,4-5B
2318,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,11,1.071,T4,4-5C
2319,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,11,1.168,T4,4-6A
2320,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,11,1.186,T4,4-6B
2321,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,11,1.122,T4,4-6C
2322,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,11,1.149,T4,4-7A
2323,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,11,1.137,T4,4-7B
2324,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,11,1.126,T4,4-7C
2325,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,11,1.161,T4,4-0A
2326,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,11,1.138,T4,4-0B
2327,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,11,1.189,T4,4-0C
2328,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,11,1.027,T4,4-8A
2329,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,11,1.026,T4,4-8B
2330,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,11,1.044,T4,4-8C
2331,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,11,1.079,T4,4-9A
2332,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,11,1.1,T4,4-9B
2333,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,11,1.067,T4,4-9C
2334,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,11,1.088,T4,4-10A
2335,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,11,1.079,T4,4-10B
2336,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,11,1.057,T4,4-10C
2337,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,11,1.162,T4,4-11A
2338,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,11,1.188,T4,4-11B
2339,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,11,1.173,T4,4-11C
2340,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,11,1.098,T4,4-12A
2341,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,11,1.159,T4,4-12B
2342,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,11,1.133,T4,4-12C
2343,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,11,1.327,T4,4-13A
2344,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,11,1.31,T4,4-13B
2345,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,11,1.276,T4,4-13C
2346,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,11,1.02,T4,4-14A
2347,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,11,1.048,T4,4-14B
2348,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,11,1.029,T4,4-14C
2349,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,11,1.248,T4,4-0D
2350,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,11,1.1,T4,4-0E
2351,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,11,1.186,T4,4-0F
2352,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,12,0.879,T5,4-1A
2353,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,12,0.898,T5,4-1B
2354,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,12,0.827,T5,4-1C
2355,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,12,0.187,T5,4-2A
2356,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,12,0.188,T5,4-2B
2357,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,12,0.184,T5,4-2C
2358,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,12,1.35,T5,4-3A
2359,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,12,1.339,T5,4-3B
2360,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,12,1.317,T5,4-3C
2361,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,12,1.372,T5,4-4A
2362,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,12,1.384,T5,4-4B
2363,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,12,1.356,T5,4-4C
2364,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,12,1.373,T5,4-5A
2365,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,12,1.376,T5,4-5B
2366,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,12,1.354,T5,4-5C
2367,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,12,1.403,T5,4-6A
2368,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,12,1.374,T5,4-6B
2369,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,12,1.397,T5,4-6C
2370,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,12,1.395,T5,4-7A
2371,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,12,1.386,T5,4-7B
2372,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,12,1.369,T5,4-7C
2373,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,12,1.393,T5,4-0A
2374,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,12,1.385,T5,4-0B
2375,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,12,1.397,T5,4-0C
